operon,number,start,end,gene,strand,direction,strain,CDS_identifier,hamburger_CDS_identifier
NC_013961_i2,29,33215,33712,TssB,reverse,-1,NC_013961_i2,NJLIPDLO_00029,NC_013961_i2_29
NC_013961_i3,1,1,1935,TssI,reverse,-1,NC_013961_i3,FCGPFOLP_00001,NC_013961_i3_1
NC_013961_i3,2,2209,3276,Non-model,reverse,-1,NC_013961_i3,FCGPFOLP_00002,NC_013961_i3_2
NC_013961_i3,3,3758,4825,Non-model,reverse,-1,NC_013961_i3,FCGPFOLP_00003,NC_013961_i3_3
NC_013961_i3,4,4848,6812,TssI,reverse,-1,NC_013961_i3,FCGPFOLP_00004,NC_013961_i3_4
NC_013961_i3,5,6859,8265,Non-model,reverse,-1,NC_013961_i3,FCGPFOLP_00005,NC_013961_i3_5
NC_013961_i3,6,8295,10910,TssH,reverse,-1,NC_013961_i3,FCGPFOLP_00006,NC_013961_i3_6
NC_013961_i3,7,11007,12071,TssG,reverse,-1,NC_013961_i3,FCGPFOLP_00007,NC_013961_i3_7
NC_013961_i3,8,12068,13942,TssF,reverse,-1,NC_013961_i3,FCGPFOLP_00008,NC_013961_i3_8
NC_013961_i3,9,13961,14527,TssE,reverse,-1,NC_013961_i3,FCGPFOLP_00009,NC_013961_i3_9
NC_013961_i3,10,14524,15345,Non-model,reverse,-1,NC_013961_i3,FCGPFOLP_00010,NC_013961_i3_10
NC_013961_i3,11,15355,16362,Non-model,reverse,-1,NC_013961_i3,FCGPFOLP_00011,NC_013961_i3_11
NC_013961_i3,12,16381,17175,Non-model,reverse,-1,NC_013961_i3,FCGPFOLP_00012,NC_013961_i3_12
NC_013961_i3,13,17172,19013,Non-model,reverse,-1,NC_013961_i3,FCGPFOLP_00013,NC_013961_i3_13
NC_013961_i3,14,19132,19500,Non-model,reverse,-1,NC_013961_i3,FCGPFOLP_00014,NC_013961_i3_14
NC_013961_i3,15,19626,20033,Non-model,reverse,-1,NC_013961_i3,FCGPFOLP_00015,NC_013961_i3_15
NC_013961_i3,16,20171,20539,Non-model,reverse,-1,NC_013961_i3,FCGPFOLP_00016,NC_013961_i3_16
NC_013961_i3,17,20524,21003,Non-model,reverse,-1,NC_013961_i3,FCGPFOLP_00017,NC_013961_i3_17
NC_013961_i3,18,21082,21564,TssD,reverse,-1,NC_013961_i3,FCGPFOLP_00018,NC_013961_i3_18
NC_013961_i3,19,21669,21773,Non-model,forward,1,NC_013961_i3,FCGPFOLP_00019,NC_013961_i3_19
NC_013961_i3,20,21842,23341,TssC,reverse,-1,NC_013961_i3,FCGPFOLP_00020,NC_013961_i3_20
NC_013961_i3,21,23345,23881,TssB,reverse,-1,NC_013961_i3,FCGPFOLP_00021,NC_013961_i3_21
NC_013961_i3,22,23944,24963,TssA,reverse,-1,NC_013961_i3,FCGPFOLP_00022,NC_013961_i3_22
NC_013961_i3,23,24981,25691,Non-model,reverse,-1,NC_013961_i3,FCGPFOLP_00023,NC_013961_i3_23
NC_013961_i3,24,25708,29340,TssM,reverse,-1,NC_013961_i3,FCGPFOLP_00024,NC_013961_i3_24
NC_013961_i3,25,29344,30585,TssL,reverse,-1,NC_013961_i3,FCGPFOLP_00025,NC_013961_i3_25
NC_013961_i3,26,30603,31946,TssK,reverse,-1,NC_013961_i3,FCGPFOLP_00026,NC_013961_i3_26
NC_013961_i3,27,31966,32478,TssJ,reverse,-1,NC_013961_i3,FCGPFOLP_00027,NC_013961_i3_27
NC_014121_i3,1,1,504,TssJ,forward,1,NC_014121_i3,COCBEOKJ_00001,NC_014121_i3_1
NC_014121_i3,2,530,1873,TssK,forward,1,NC_014121_i3,COCBEOKJ_00002,NC_014121_i3_2
NC_014121_i3,3,1891,3129,TssL,forward,1,NC_014121_i3,COCBEOKJ_00003,NC_014121_i3_3
NC_014121_i3,4,3132,6752,TssM,forward,1,NC_014121_i3,COCBEOKJ_00004,NC_014121_i3_4
NC_014121_i3,5,6769,7485,Non-model,forward,1,NC_014121_i3,COCBEOKJ_00005,NC_014121_i3_5
NC_014121_i3,6,7497,8513,TssA,forward,1,NC_014121_i3,COCBEOKJ_00006,NC_014121_i3_6
NC_014121_i3,7,8589,9113,TssB,forward,1,NC_014121_i3,COCBEOKJ_00007,NC_014121_i3_7
NC_014121_i3,8,9117,10616,TssC,forward,1,NC_014121_i3,COCBEOKJ_00008,NC_014121_i3_8
NC_014121_i3,9,10952,11434,TssD,forward,1,NC_014121_i3,COCBEOKJ_00009,NC_014121_i3_9
NC_014121_i3,10,11493,11984,Non-model,forward,1,NC_014121_i3,COCBEOKJ_00010,NC_014121_i3_10
NC_014121_i3,11,11981,12334,Non-model,forward,1,NC_014121_i3,COCBEOKJ_00011,NC_014121_i3_11
NC_014121_i3,12,12422,14191,Non-model,forward,1,NC_014121_i3,COCBEOKJ_00012,NC_014121_i3_12
NC_014121_i3,13,14188,14985,Non-model,forward,1,NC_014121_i3,COCBEOKJ_00013,NC_014121_i3_13
NC_014121_i3,14,15002,15988,Non-model,forward,1,NC_014121_i3,COCBEOKJ_00014,NC_014121_i3_14
NC_014121_i3,15,15998,16810,Non-model,forward,1,NC_014121_i3,COCBEOKJ_00015,NC_014121_i3_15
NC_014121_i3,16,16803,17366,TssE,forward,1,NC_014121_i3,COCBEOKJ_00016,NC_014121_i3_16
NC_014121_i3,17,17363,19240,TssF,forward,1,NC_014121_i3,COCBEOKJ_00017,NC_014121_i3_17
NC_014121_i3,18,19237,20280,TssG,forward,1,NC_014121_i3,COCBEOKJ_00018,NC_014121_i3_18
NC_014121_i3,19,20319,22934,TssH,forward,1,NC_014121_i3,COCBEOKJ_00019,NC_014121_i3_19
NC_014121_i3,20,22959,24392,Non-model,forward,1,NC_014121_i3,COCBEOKJ_00020,NC_014121_i3_20
NC_014121_i3,21,24429,25847,Non-model,forward,1,NC_014121_i3,COCBEOKJ_00021,NC_014121_i3_21
NC_014121_i3,22,25844,26605,Non-model,forward,1,NC_014121_i3,COCBEOKJ_00022,NC_014121_i3_22
NC_014121_i3,23,26922,27371,Non-model,forward,1,NC_014121_i3,COCBEOKJ_00023,NC_014121_i3_23
NC_014121_i3,24,27512,28435,Non-model,forward,1,NC_014121_i3,COCBEOKJ_00024,NC_014121_i3_24
NC_014121_i3,25,28688,29533,Non-model,forward,1,NC_014121_i3,COCBEOKJ_00025,NC_014121_i3_25
NC_014121_i3,26,29584,29931,Non-model,forward,1,NC_014121_i3,COCBEOKJ_00026,NC_014121_i3_26
NC_014121_i3,27,30028,31956,TssI,forward,1,NC_014121_i3,COCBEOKJ_00027,NC_014121_i3_27
NC_014121_i3,28,32006,32449,Non-model,forward,1,NC_014121_i3,COCBEOKJ_00028,NC_014121_i3_28
NC_014121_i3,29,32496,33419,Non-model,forward,1,NC_014121_i3,COCBEOKJ_00029,NC_014121_i3_29
NC_014121_i3,30,33561,34172,Non-model,forward,1,NC_014121_i3,COCBEOKJ_00030,NC_014121_i3_30
NC_014121_i3,31,34318,34764,Non-model,forward,1,NC_014121_i3,COCBEOKJ_00031,NC_014121_i3_31
NC_014121_i3,32,34994,36604,TssI,forward,1,NC_014121_i3,COCBEOKJ_00032,NC_014121_i3_32
NC_014121_i3,33,36577,36915,TssI,forward,1,NC_014121_i3,COCBEOKJ_00033,NC_014121_i3_33
NC_016810_i3,1,1,1056,TssA,reverse,-1,NC_016810_i3,FPGCIEPC_00001,NC_016810_i3_1
NC_016810_i3,2,1067,2062,TssG,reverse,-1,NC_016810_i3,FPGCIEPC_00002,NC_016810_i3_2
NC_016810_i3,3,2059,3942,TssF,reverse,-1,NC_016810_i3,FPGCIEPC_00003,NC_016810_i3_3
NC_016810_i3,4,3958,4452,TssE,reverse,-1,NC_016810_i3,FPGCIEPC_00004,NC_016810_i3_4
NC_016810_i3,5,4449,5273,Non-model,reverse,-1,NC_016810_i3,FPGCIEPC_00005,NC_016810_i3_5
NC_016810_i3,6,5260,6162,Non-model,reverse,-1,NC_016810_i3,FPGCIEPC_00006,NC_016810_i3_6
NC_016810_i3,7,6530,9169,TssH,forward,1,NC_016810_i3,FPGCIEPC_00007,NC_016810_i3_7
NC_016810_i3,8,9269,9811,TssB,forward,1,NC_016810_i3,FPGCIEPC_00008,NC_016810_i3_8
NC_016810_i3,9,9835,11328,TssC,forward,1,NC_016810_i3,FPGCIEPC_00009,NC_016810_i3_9
NC_016810_i3,10,11514,11960,Non-model,forward,1,NC_016810_i3,FPGCIEPC_00010,NC_016810_i3_10
NC_016810_i3,11,12214,12699,TssD,forward,1,NC_016810_i3,FPGCIEPC_00011,NC_016810_i3_11
NC_016810_i3,12,13004,13489,Non-model,forward,1,NC_016810_i3,FPGCIEPC_00012,NC_016810_i3_12
NC_016810_i3,13,13525,13857,Non-model,forward,1,NC_016810_i3,FPGCIEPC_00013,NC_016810_i3_13
NC_016810_i3,14,14000,14485,TssD,forward,1,NC_016810_i3,FPGCIEPC_00014,NC_016810_i3_14
NC_016810_i3,15,14552,15088,TssJ,forward,1,NC_016810_i3,FPGCIEPC_00015,NC_016810_i3_15
NC_016810_i3,16,15092,16435,TssK,forward,1,NC_016810_i3,FPGCIEPC_00016,NC_016810_i3_16
NC_016810_i3,17,16432,17736,TssL,forward,1,NC_016810_i3,FPGCIEPC_00017,NC_016810_i3_17
NC_016810_i3,18,17741,18514,Non-model,forward,1,NC_016810_i3,FPGCIEPC_00018,NC_016810_i3_18
NC_016810_i3,19,18792,19148,Non-model,forward,1,NC_016810_i3,FPGCIEPC_00019,NC_016810_i3_19
NC_016810_i3,20,19182,23051,TssM,forward,1,NC_016810_i3,FPGCIEPC_00020,NC_016810_i3_20
NC_016810_i3,21,23051,23839,Non-model,forward,1,NC_016810_i3,FPGCIEPC_00021,NC_016810_i3_21
NC_016810_i3,22,23866,24252,Non-model,forward,1,NC_016810_i3,FPGCIEPC_00022,NC_016810_i3_22
NC_016810_i3,23,24279,24797,Non-model,forward,1,NC_016810_i3,FPGCIEPC_00023,NC_016810_i3_23
NC_016810_i3,24,25194,27383,TssI,forward,1,NC_016810_i3,FPGCIEPC_00024,NC_016810_i3_24
NC_016856_i3,1,1,1056,TssA,reverse,-1,NC_016856_i3,MNNPAGNN_00001,NC_016856_i3_1
NC_016856_i3,2,1067,2062,TssG,reverse,-1,NC_016856_i3,MNNPAGNN_00002,NC_016856_i3_2
NC_016856_i3,3,2059,3942,TssF,reverse,-1,NC_016856_i3,MNNPAGNN_00003,NC_016856_i3_3
NC_016856_i3,4,3958,4452,TssE,reverse,-1,NC_016856_i3,MNNPAGNN_00004,NC_016856_i3_4
NC_016856_i3,5,4449,5273,Non-model,reverse,-1,NC_016856_i3,MNNPAGNN_00005,NC_016856_i3_5
NC_016856_i3,6,5260,6162,Non-model,reverse,-1,NC_016856_i3,MNNPAGNN_00006,NC_016856_i3_6
NC_016856_i3,7,6530,9169,TssH,forward,1,NC_016856_i3,MNNPAGNN_00007,NC_016856_i3_7
NC_016856_i3,8,9269,9811,TssB,forward,1,NC_016856_i3,MNNPAGNN_00008,NC_016856_i3_8
NC_016856_i3,9,9835,11328,TssC,forward,1,NC_016856_i3,MNNPAGNN_00009,NC_016856_i3_9
NC_016856_i3,10,11514,11960,Non-model,forward,1,NC_016856_i3,MNNPAGNN_00010,NC_016856_i3_10
NC_016856_i3,11,12214,12699,TssD,forward,1,NC_016856_i3,MNNPAGNN_00011,NC_016856_i3_11
NC_016856_i3,12,13004,13489,Non-model,forward,1,NC_016856_i3,MNNPAGNN_00012,NC_016856_i3_12
NC_016856_i3,13,13525,13857,Non-model,forward,1,NC_016856_i3,MNNPAGNN_00013,NC_016856_i3_13
NC_016856_i3,14,14000,14485,TssD,forward,1,NC_016856_i3,MNNPAGNN_00014,NC_016856_i3_14
NC_016856_i3,15,14552,15088,TssJ,forward,1,NC_016856_i3,MNNPAGNN_00015,NC_016856_i3_15
NC_016856_i3,16,15092,16435,TssK,forward,1,NC_016856_i3,MNNPAGNN_00016,NC_016856_i3_16
NC_016856_i3,17,16432,17736,TssL,forward,1,NC_016856_i3,MNNPAGNN_00017,NC_016856_i3_17
NC_016856_i3,18,17741,18514,Non-model,forward,1,NC_016856_i3,MNNPAGNN_00018,NC_016856_i3_18
NC_016856_i3,19,18792,19148,Non-model,forward,1,NC_016856_i3,MNNPAGNN_00019,NC_016856_i3_19
NC_016856_i3,20,19182,23051,TssM,forward,1,NC_016856_i3,MNNPAGNN_00020,NC_016856_i3_20
NC_016856_i3,21,23051,23839,Non-model,forward,1,NC_016856_i3,MNNPAGNN_00021,NC_016856_i3_21
NC_016856_i3,22,23866,24252,Non-model,forward,1,NC_016856_i3,MNNPAGNN_00022,NC_016856_i3_22
NC_016856_i3,23,24279,24797,Non-model,forward,1,NC_016856_i3,MNNPAGNN_00023,NC_016856_i3_23
NC_016856_i3,24,25194,27383,TssI,forward,1,NC_016856_i3,MNNPAGNN_00024,NC_016856_i3_24
NC_017626_i2,1,1,498,TssB,forward,1,NC_017626_i2,HICKEEBK_00001,NC_017626_i2_1
NC_017626_i2,2,520,2064,TssC,forward,1,NC_017626_i2,HICKEEBK_00002,NC_017626_i2_2
NC_017626_i2,3,2080,3417,TssK,forward,1,NC_017626_i2,HICKEEBK_00003,NC_017626_i2_3
NC_017626_i2,4,3414,4067,TssL,forward,1,NC_017626_i2,HICKEEBK_00004,NC_017626_i2_4
NC_017626_i2,5,4070,5800,TssM,forward,1,NC_017626_i2,HICKEEBK_00005,NC_017626_i2_5
NC_017626_i2,6,5806,6297,TssD,forward,1,NC_017626_i2,HICKEEBK_00006,NC_017626_i2_6
NC_017626_i2,7,6466,9123,TssH,forward,1,NC_017626_i2,HICKEEBK_00007,NC_017626_i2_7
NC_017626_i2,8,9120,9686,Non-model,forward,1,NC_017626_i2,HICKEEBK_00008,NC_017626_i2_8
NC_017626_i2,9,9680,10222,Non-model,forward,1,NC_017626_i2,HICKEEBK_00009,NC_017626_i2_9
NC_017626_i2,10,10209,12734,TssI,forward,1,NC_017626_i2,HICKEEBK_00010,NC_017626_i2_10
NC_017626_i2,11,12731,14413,Non-model,forward,1,NC_017626_i2,HICKEEBK_00011,NC_017626_i2_11
NC_017626_i2,12,14433,15110,Non-model,forward,1,NC_017626_i2,HICKEEBK_00012,NC_017626_i2_12
NC_017626_i2,13,15254,15931,Non-model,forward,1,NC_017626_i2,HICKEEBK_00013,NC_017626_i2_13
NC_017626_i2,14,15963,16229,Non-model,forward,1,NC_017626_i2,HICKEEBK_00014,NC_017626_i2_14
NC_017626_i2,15,16233,17381,Non-model,forward,1,NC_017626_i2,HICKEEBK_00015,NC_017626_i2_15
NC_017626_i2,16,17374,20763,TssM,forward,1,NC_017626_i2,HICKEEBK_00016,NC_017626_i2_16
NC_017626_i2,17,20763,22361,TssA,forward,1,NC_017626_i2,HICKEEBK_00017,NC_017626_i2_17
NC_017626_i2,18,22363,23055,Non-model,forward,1,NC_017626_i2,HICKEEBK_00018,NC_017626_i2_18
NC_017626_i2,19,23063,24826,TssF,forward,1,NC_017626_i2,HICKEEBK_00019,NC_017626_i2_19
NC_017626_i2,20,24790,25881,TssG,forward,1,NC_017626_i2,HICKEEBK_00020,NC_017626_i2_20
NC_017626_i2,21,25862,26398,TssJ,forward,1,NC_017626_i2,HICKEEBK_00021,NC_017626_i2_21
NC_017626_i2,22,26401,26832,TssE,forward,1,NC_017626_i2,HICKEEBK_00022,NC_017626_i2_22
NC_017626_i2,23,26989,27390,Non-model,forward,1,NC_017626_i2,HICKEEBK_00023,NC_017626_i2_23
NC_017626_i2,24,27546,28790,Non-model,forward,1,NC_017626_i2,HICKEEBK_00024,NC_017626_i2_24
NC_017626_i2,25,29026,30771,Non-model,forward,1,NC_017626_i2,HICKEEBK_00025,NC_017626_i2_25
NC_017626_i2,26,30833,31141,Non-model,forward,1,NC_017626_i2,HICKEEBK_00026,NC_017626_i2_26
NC_017626_i2,27,31196,32563,TssA,forward,1,NC_017626_i2,HICKEEBK_00027,NC_017626_i2_27
NC_017626_i4b,1,1,477,TssB,forward,1,NC_017626_i4b,HEEDIKDL_00001,NC_017626_i4b_1
NC_017626_i4b,2,480,1958,TssC,forward,1,NC_017626_i4b,HEEDIKDL_00002,NC_017626_i4b_2
NC_017626_i4b,3,1968,2474,Non-model,forward,1,NC_017626_i4b,HEEDIKDL_00003,NC_017626_i4b_3
NC_017626_i4b,4,2484,2906,TssE,forward,1,NC_017626_i4b,HEEDIKDL_00004,NC_017626_i4b_4
NC_017626_i4b,5,2899,4701,TssF,forward,1,NC_017626_i4b,HEEDIKDL_00005,NC_017626_i4b_5
NC_017626_i4b,6,4665,5624,TssG,forward,1,NC_017626_i4b,HEEDIKDL_00006,NC_017626_i4b_6
NC_017626_i4b,7,5637,7619,TssI,forward,1,NC_017626_i4b,HEEDIKDL_00007,NC_017626_i4b_7
NC_017626_i4b,8,7630,8097,Non-model,forward,1,NC_017626_i4b,HEEDIKDL_00008,NC_017626_i4b_8
NC_017626_i4b,9,8107,8406,Non-model,forward,1,NC_017626_i4b,HEEDIKDL_00009,NC_017626_i4b_9
NC_017626_i4b,10,8410,9486,TssA,forward,1,NC_017626_i4b,HEEDIKDL_00010,NC_017626_i4b_10
NC_017626_i4b,11,9494,10045,TssJ,forward,1,NC_017626_i4b,HEEDIKDL_00011,NC_017626_i4b_11
NC_017626_i4b,12,10064,11476,TssK,forward,1,NC_017626_i4b,HEEDIKDL_00012,NC_017626_i4b_12
NC_017626_i4b,13,11504,11818,Non-model,forward,1,NC_017626_i4b,HEEDIKDL_00013,NC_017626_i4b_13
NC_017626_i4b,14,11815,12405,TssL,forward,1,NC_017626_i4b,HEEDIKDL_00014,NC_017626_i4b_14
NC_017626_i4b,15,12411,15815,TssM,forward,1,NC_017626_i4b,HEEDIKDL_00015,NC_017626_i4b_15
NC_017626_i4b,16,15819,18368,TssH,forward,1,NC_017626_i4b,HEEDIKDL_00016,NC_017626_i4b_16
NC_017626_i4b,17,18805,19374,Non-model,forward,1,NC_017626_i4b,HEEDIKDL_00017,NC_017626_i4b_17
NC_017626_i4b,18,19405,19776,Non-model,forward,1,NC_017626_i4b,HEEDIKDL_00018,NC_017626_i4b_18
NC_017626_i4b,19,20743,20952,Non-model,forward,1,NC_017626_i4b,HEEDIKDL_00019,NC_017626_i4b_19
NC_017626_i4b,20,21539,22105,Non-model,forward,1,NC_017626_i4b,HEEDIKDL_00020,NC_017626_i4b_20
NC_017626_i4b,21,22584,23738,TssA,forward,1,NC_017626_i4b,HEEDIKDL_00021,NC_017626_i4b_21
NC_020064_i2,1,1,498,TssB,forward,1,NC_020064_i2,LLMOCDMN_00017,NC_020064_i2_16
NC_020064_i2,2,532,2079,TssC,forward,1,NC_020064_i2,LLMOCDMN_00018,NC_020064_i2_17
NC_020064_i2,3,2092,3432,TssK,forward,1,NC_020064_i2,LLMOCDMN_00019,NC_020064_i2_18
NC_020064_i2,4,3429,4103,TssL,forward,1,NC_020064_i2,LLMOCDMN_00020,NC_020064_i2_19
NC_020064_i2,5,4100,5812,TssL,forward,1,NC_020064_i2,LLMOCDMN_00021,NC_020064_i2_20
NC_020064_i2,6,5814,6305,TssD,forward,1,NC_020064_i2,LLMOCDMN_00022,NC_020064_i2_21
NC_020064_i2,7,6579,9218,TssH,forward,1,NC_020064_i2,LLMOCDMN_00023,NC_020064_i2_22
NC_020064_i2,8,9221,11599,TssI,forward,1,NC_020064_i2,LLMOCDMN_00024,NC_020064_i2_23
NC_020064_i2,9,11600,12364,Non-model,forward,1,NC_020064_i2,LLMOCDMN_00025,NC_020064_i2_24
NC_020064_i2,10,12443,12970,Non-model,forward,1,NC_020064_i2,LLMOCDMN_00026,NC_020064_i2_25
NC_020064_i2,11,13042,13569,Non-model,forward,1,NC_020064_i2,LLMOCDMN_00027,NC_020064_i2_26
NC_020064_i2,12,13641,14168,Non-model,forward,1,NC_020064_i2,LLMOCDMN_00028,NC_020064_i2_27
NC_020064_i2,13,14156,16597,Non-model,forward,1,NC_020064_i2,LLMOCDMN_00029,NC_020064_i2_28
NC_020064_i2,14,16611,16868,Non-model,forward,1,NC_020064_i2,LLMOCDMN_00030,NC_020064_i2_29
NC_020064_i2,15,16865,18004,Non-model,forward,1,NC_020064_i2,LLMOCDMN_00031,NC_020064_i2_30
NC_020064_i2,16,17988,21407,TssM,forward,1,NC_020064_i2,LLMOCDMN_00032,NC_020064_i2_31
NC_020064_i2,17,21661,22158,Non-model,forward,1,NC_020064_i2,LLMOCDMN_00033,NC_020064_i2_32
NC_020064_i2,18,22347,23951,TssA,forward,1,NC_020064_i2,LLMOCDMN_00034,NC_020064_i2_33
NC_020064_i2,19,23995,25749,TssF,forward,1,NC_020064_i2,LLMOCDMN_00035,NC_020064_i2_34
NC_020064_i2,20,25713,26798,TssG,forward,1,NC_020064_i2,LLMOCDMN_00036,NC_020064_i2_35
NC_020064_i2,21,26776,27318,TssJ,forward,1,NC_020064_i2,LLMOCDMN_00037,NC_020064_i2_36
NC_020064_i2,22,27388,28074,Non-model,forward,1,NC_020064_i2,LLMOCDMN_00038,NC_020064_i2_37
NC_020064_i2,23,28064,28714,Non-model,forward,1,NC_020064_i2,LLMOCDMN_00039,NC_020064_i2_38
NC_020064_i2,24,28711,29646,Non-model,forward,1,NC_020064_i2,LLMOCDMN_00040,NC_020064_i2_39
NC_020064_i2,25,29670,30116,TssE,forward,1,NC_020064_i2,LLMOCDMN_00041,NC_020064_i2_40
NC_020064_i2,26,30658,32028,TssA,forward,1,NC_020064_i2,LLMOCDMN_00042,NC_020064_i2_41
NC_020064_i3,1,1,528,TssJ,forward,1,NC_020064_i3,BBLIFOMB_00001,NC_020064_i3_1
NC_020064_i3,2,607,1917,TssK,forward,1,NC_020064_i3,BBLIFOMB_00002,NC_020064_i3_2
NC_020064_i3,3,1921,3144,TssL,forward,1,NC_020064_i3,BBLIFOMB_00003,NC_020064_i3_3
NC_020064_i3,4,3144,6788,TssM,forward,1,NC_020064_i3,BBLIFOMB_00004,NC_020064_i3_4
NC_020064_i3,5,6811,7530,Non-model,forward,1,NC_020064_i3,BBLIFOMB_00005,NC_020064_i3_5
NC_020064_i3,6,7560,8591,TssA,forward,1,NC_020064_i3,BBLIFOMB_00006,NC_020064_i3_6
NC_020064_i3,7,8722,9261,TssB,forward,1,NC_020064_i3,BBLIFOMB_00007,NC_020064_i3_7
NC_020064_i3,8,9265,10770,TssC,forward,1,NC_020064_i3,BBLIFOMB_00008,NC_020064_i3_8
NC_020064_i3,9,10794,11333,Non-model,forward,1,NC_020064_i3,BBLIFOMB_00009,NC_020064_i3_9
NC_020064_i3,10,11330,11773,Non-model,forward,1,NC_020064_i3,BBLIFOMB_00010,NC_020064_i3_10
NC_020064_i3,11,11966,12448,TssD,forward,1,NC_020064_i3,BBLIFOMB_00011,NC_020064_i3_11
NC_020064_i3,12,13002,13433,Non-model,forward,1,NC_020064_i3,BBLIFOMB_00012,NC_020064_i3_12
NC_020064_i3,13,13447,14259,Non-model,forward,1,NC_020064_i3,BBLIFOMB_00013,NC_020064_i3_13
NC_020064_i3,14,14289,14666,Non-model,forward,1,NC_020064_i3,BBLIFOMB_00014,NC_020064_i3_14
NC_020064_i3,15,14731,15111,Non-model,forward,1,NC_020064_i3,BBLIFOMB_00015,NC_020064_i3_15
NC_020064_i3,16,15170,15937,Non-model,forward,1,NC_020064_i3,BBLIFOMB_00016,NC_020064_i3_16
NC_020064_i3,17,16298,16654,Non-model,forward,1,NC_020064_i3,BBLIFOMB_00017,NC_020064_i3_17
NC_020064_i3,18,16730,18616,Non-model,forward,1,NC_020064_i3,BBLIFOMB_00018,NC_020064_i3_18
NC_020064_i3,19,18616,19389,Non-model,forward,1,NC_020064_i3,BBLIFOMB_00019,NC_020064_i3_19
NC_020064_i3,20,19416,20411,Non-model,forward,1,NC_020064_i3,BBLIFOMB_00020,NC_020064_i3_20
NC_020064_i3,21,20427,21248,Non-model,forward,1,NC_020064_i3,BBLIFOMB_00021,NC_020064_i3_21
NC_020064_i3,22,21250,21828,TssE,forward,1,NC_020064_i3,BBLIFOMB_00022,NC_020064_i3_22
NC_020064_i3,23,21833,23719,TssF,forward,1,NC_020064_i3,BBLIFOMB_00023,NC_020064_i3_23
NC_020064_i3,24,23716,24786,TssG,forward,1,NC_020064_i3,BBLIFOMB_00024,NC_020064_i3_24
NC_020064_i3,25,24870,27587,TssH,forward,1,NC_020064_i3,BBLIFOMB_00025,NC_020064_i3_25
NC_020064_i3,26,27634,29067,Non-model,forward,1,NC_020064_i3,BBLIFOMB_00026,NC_020064_i3_26
NC_020064_i3,27,29173,31758,TssI,forward,1,NC_020064_i3,BBLIFOMB_00027,NC_020064_i3_27
NC_020064_i3,28,31762,32514,Non-model,forward,1,NC_020064_i3,BBLIFOMB_00028,NC_020064_i3_28
NC_020064_i3,29,32671,32937,Non-model,forward,1,NC_020064_i3,BBLIFOMB_00029,NC_020064_i3_29
NC_020064_i3,30,33120,33506,Non-model,forward,1,NC_020064_i3,BBLIFOMB_00030,NC_020064_i3_30
NC_020064_i3,31,34228,36165,TssI,forward,1,NC_020064_i3,BBLIFOMB_00031,NC_020064_i3_31
NC_020211_2_i3,1,1,3480,TssM,reverse,-1,NC_020211_2_i3,KJHODEFB_00001,NC_020211_2_i3_1
NC_020211_2_i3,2,3516,5027,TssL,reverse,-1,NC_020211_2_i3,KJHODEFB_00002,NC_020211_2_i3_2
NC_020211_2_i3,3,5024,6382,TssK,reverse,-1,NC_020211_2_i3,KJHODEFB_00003,NC_020211_2_i3_3
NC_020211_2_i3,4,6384,6890,TssJ,reverse,-1,NC_020211_2_i3,KJHODEFB_00004,NC_020211_2_i3_4
NC_020211_2_i3,5,6900,7265,Non-model,reverse,-1,NC_020211_2_i3,KJHODEFB_00005,NC_020211_2_i3_5
NC_020211_2_i3,6,7272,7886,Non-model,reverse,-1,NC_020211_2_i3,KJHODEFB_00006,NC_020211_2_i3_6
NC_020211_2_i3,7,7879,9033,Non-model,reverse,-1,NC_020211_2_i3,KJHODEFB_00007,NC_020211_2_i3_7
NC_020211_2_i3,8,9023,11248,Non-model,reverse,-1,NC_020211_2_i3,KJHODEFB_00008,NC_020211_2_i3_8
NC_020211_2_i3,9,11261,13522,TssI,reverse,-1,NC_020211_2_i3,KJHODEFB_00009,NC_020211_2_i3_9
NC_020211_2_i3,10,13587,16172,TssH,reverse,-1,NC_020211_2_i3,KJHODEFB_00010,NC_020211_2_i3_10
NC_020211_2_i3,11,16189,17217,TssG,reverse,-1,NC_020211_2_i3,KJHODEFB_00011,NC_020211_2_i3_11
NC_020211_2_i3,12,17210,19051,TssF,reverse,-1,NC_020211_2_i3,KJHODEFB_00012,NC_020211_2_i3_12
NC_020211_2_i3,13,19063,19509,TssE,reverse,-1,NC_020211_2_i3,KJHODEFB_00013,NC_020211_2_i3_13
NC_020211_2_i3,14,19591,20115,TssD,reverse,-1,NC_020211_2_i3,KJHODEFB_00014,NC_020211_2_i3_14
NC_020211_2_i3,15,20347,21873,TssC,reverse,-1,NC_020211_2_i3,KJHODEFB_00015,NC_020211_2_i3_15
NC_020211_2_i3,16,21870,22427,TssB,reverse,-1,NC_020211_2_i3,KJHODEFB_00016,NC_020211_2_i3_16
NC_020211_2_i3,17,22452,23417,TssA,reverse,-1,NC_020211_2_i3,KJHODEFB_00017,NC_020211_2_i3_17
NC_020211_i3,1,1,2340,TssI,forward,1,NC_020211_i3,HFHKGCFP_00001,NC_020211_i3_1
NC_020211_i3,2,2351,2740,Non-model,forward,1,NC_020211_i3,HFHKGCFP_00002,NC_020211_i3_2
NC_020211_i3,3,2842,3342,Non-model,forward,1,NC_020211_i3,HFHKGCFP_00003,NC_020211_i3_3
NC_020211_i3,4,3514,6066,Non-model,forward,1,NC_020211_i3,HFHKGCFP_00004,NC_020211_i3_4
